trial_number,block_number,payoff,response,left,right,payoff_left,payoff_right,context,arms,choice,trial,value_left,value_right,IIU,PIU,IU,IM,Anx,ID
161,20,7,Left,**r**,**R**,7,6,Win,rR,1,5,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
162,20,6,Left,**r**,**R**,6,5,Win,rR,1,6,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
163,20,6,Left,**r**,**R**,6,4,Win,rR,1,7,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
164,20,7,Left,**r**,**R**,7,5,Win,rR,1,8,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
165,20,5,Left,**r**,**R**,5,1,Win,rR,1,9,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
166,20,6,Left,**r**,**R**,6,3,Win,rR,1,10,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
167,20,7,Left,**r**,**R**,7,7,Win,rR,1,11,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
168,20,5,Left,**r**,**R**,5,2,Win,rR,1,12,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
169,19,2,Right,**r**,**R**,4,2,Win,rR,2,1,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
170,19,7,Right,**r**,**R**,6,7,Win,rR,2,2,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
171,19,6,Left,**r**,**R**,6,6,Win,rR,1,3,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
172,19,4,Right,**r**,**R**,5,4,Win,rR,2,4,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
173,19,4,Right,**r**,**R**,5,4,Win,rR,2,5,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
174,19,5,Left,**r**,**R**,5,4,Win,rR,1,6,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
175,19,5,Left,**r**,**R**,5,3,Win,rR,1,7,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
176,19,6,Left,**r**,**R**,6,5,Win,rR,1,8,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
177,19,4,Left,**r**,**R**,4,3,Win,rR,1,9,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
178,19,5,Right,**r**,**R**,5,5,Win,rR,2,10,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
179,19,4,Right,**r**,**R**,5,4,Win,rR,2,11,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
180,19,4,Left,**r**,**R**,4,1,Win,rR,1,12,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
181,10,6,Left,**S**,**R**,6,5,Win,SR,1,1,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
182,10,2,Right,**S**,**R**,6,2,Win,SR,2,2,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
183,10,4,Right,**S**,**R**,6,4,Win,SR,2,3,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
184,10,6,Left,**S**,**R**,6,3,Win,SR,1,4,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
185,10,6,Left,**S**,**R**,6,4,Win,SR,1,5,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
186,10,6,Left,**S**,**R**,6,7,Win,SR,1,6,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
187,10,6,Left,**S**,**R**,6,5,Win,SR,1,7,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
188,10,6,Left,**S**,**R**,6,4,Win,SR,1,8,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
189,10,6,Left,**S**,**R**,6,4,Win,SR,1,9,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
191,10,6,Left,**S**,**R**,6,3,Win,SR,1,11,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
192,10,6,Left,**S**,**R**,6,6,Win,SR,1,12,6,4.2727272727272725,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
193,8,4,Left,**S**,**R**,4,4,Win,SR,1,1,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
194,8,4,Left,**S**,**R**,4,3,Win,SR,1,2,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
195,8,6,Right,**S**,**R**,4,6,Win,SR,2,3,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
196,8,4,Right,**S**,**R**,4,4,Win,SR,2,4,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
197,8,4,Left,**S**,**R**,4,5,Win,SR,1,5,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
198,8,4,Left,**S**,**R**,4,2,Win,SR,1,6,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
199,8,4,Right,**S**,**R**,4,4,Win,SR,2,7,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
200,8,4,Left,**S**,**R**,4,1,Win,SR,1,8,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
201,8,7,Right,**S**,**R**,4,7,Win,SR,2,9,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
202,8,4,Right,**S**,**R**,4,4,Win,SR,2,10,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
203,8,4,Left,**S**,**R**,4,5,Win,SR,1,11,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
204,8,3,Right,**S**,**R**,4,3,Win,SR,2,12,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
205,17,7,Left,**R**,**r**,7,4,Win,rR,1,1,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
206,17,5,Left,**R**,**r**,5,4,Win,rR,1,2,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
207,17,2,Right,**R**,**r**,1,2,Win,rR,2,3,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
208,17,2,Left,**R**,**r**,2,2,Win,rR,1,4,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
209,17,3,Right,**R**,**r**,5,3,Win,rR,2,5,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
210,17,4,Left,**R**,**r**,4,3,Win,rR,1,6,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
211,17,3,Right,**R**,**r**,4,3,Win,rR,2,7,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
212,17,6,Left,**R**,**r**,6,4,Win,rR,1,8,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
213,17,3,Left,**R**,**r**,3,3,Win,rR,1,9,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
214,17,4,Left,**R**,**r**,4,3,Win,rR,1,10,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
215,17,3,Right,**R**,**r**,4,3,Win,rR,2,11,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
216,17,3,Left,**R**,**r**,3,2,Win,rR,1,12,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
217,6,6,Left,**R**,**S**,6,2,Win,SR,1,1,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
218,6,4,Left,**R**,**S**,4,2,Win,SR,1,2,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
219,6,2,Right,**R**,**S**,2,2,Win,SR,2,3,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
220,6,1,Left,**R**,**S**,1,2,Win,SR,1,4,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
221,6,4,Left,**R**,**S**,4,2,Win,SR,1,5,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
222,6,7,Left,**R**,**S**,7,2,Win,SR,1,6,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
223,6,5,Left,**R**,**S**,5,2,Win,SR,1,7,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
224,6,3,Left,**R**,**S**,3,2,Win,SR,1,8,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
225,6,5,Left,**R**,**S**,5,2,Win,SR,1,9,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
226,6,4,Left,**R**,**S**,4,2,Win,SR,1,10,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
227,6,4,Left,**R**,**S**,4,2,Win,SR,1,11,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
228,6,3,Left,**R**,**S**,3,2,Win,SR,1,12,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
229,11,-6,Left,**r**,**R**,-6,-4,Lose,rR,1,1,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
230,11,-7,Left,**r**,**R**,-7,-5,Lose,rR,1,2,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
231,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,3,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
232,11,-7,Right,**r**,**R**,-7,-7,Lose,rR,2,4,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
233,11,-7,Left,**r**,**R**,-7,-6,Lose,rR,1,5,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
234,11,-6,Left,**r**,**R**,-6,-4,Lose,rR,1,6,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
235,11,-3,Right,**r**,**R**,-6,-3,Lose,rR,2,7,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
236,11,-5,Right,**r**,**R**,-6,-5,Lose,rR,2,8,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
237,11,-1,Right,**r**,**R**,-5,-1,Lose,rR,2,9,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
238,11,-3,Right,**r**,**R**,-5,-3,Lose,rR,2,10,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
239,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,11,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
240,11,-2,Right,**r**,**R**,-5,-2,Lose,rR,2,12,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
1,18,4,Right,**r**,**R**,4,4,Win,rR,2,1,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
2,18,4,Left,**r**,**R**,4,5,Win,rR,1,2,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
3,18,4,Left,**r**,**R**,4,4,Win,rR,1,3,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
4,18,1,Right,**r**,**R**,3,1,Win,rR,2,4,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
5,18,2,Right,**r**,**R**,3,2,Win,rR,2,5,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
6,18,5,Right,**r**,**R**,5,5,Win,rR,2,6,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
7,18,4,Right,**r**,**R**,4,4,Win,rR,2,7,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
8,18,7,Right,**r**,**R**,5,7,Win,rR,2,8,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
9,18,3,Right,**r**,**R**,4,3,Win,rR,2,9,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
10,18,3,Right,**r**,**R**,3,3,Win,rR,2,10,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
11,18,6,Right,**r**,**R**,5,6,Win,rR,2,11,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
12,18,4,Right,**r**,**R**,4,4,Win,rR,2,12,4,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
13,17,6,Left,**R**,**r**,6,4,Win,rR,1,1,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
14,17,2,Left,**R**,**r**,2,2,Win,rR,1,2,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
15,17,4,Left,**R**,**r**,4,3,Win,rR,1,3,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
16,17,3,Right,**R**,**r**,4,3,Win,rR,2,4,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
17,17,2,Right,**R**,**r**,1,2,Win,rR,2,5,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
18,17,3,Right,**R**,**r**,4,3,Win,rR,2,6,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
19,17,3,Left,**R**,**r**,3,2,Win,rR,1,7,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
20,17,5,Left,**R**,**r**,5,4,Win,rR,1,8,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
21,17,3,Left,**R**,**r**,3,3,Win,rR,1,9,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
22,17,5,Left,**R**,**r**,5,3,Win,rR,1,10,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
23,17,7,Left,**R**,**r**,7,4,Win,rR,1,11,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
24,17,4,Left,**R**,**r**,4,3,Win,rR,1,12,4,3,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
26,12,-6,Right,**R**,**r**,-7,-6,Lose,rR,2,2,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
27,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,3,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
28,12,-3,Left,**R**,**r**,-3,-4,Lose,rR,1,4,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
30,12,-6,Right,**R**,**r**,-6,-6,Lose,rR,2,6,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
31,12,-4,Right,**R**,**r**,-2,-4,Lose,rR,2,7,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
32,12,-5,Left,**R**,**r**,-5,-5,Lose,rR,1,8,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
33,12,-5,Right,**R**,**r**,-3,-5,Lose,rR,2,9,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
34,12,-5,Right,**R**,**r**,-4,-5,Lose,rR,2,10,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
35,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,11,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
36,12,-1,Left,**R**,**r**,-1,-4,Lose,rR,1,12,-3.9,-4.9,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
37,10,4,Right,**S**,**R**,6,4,Win,SR,2,1,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
38,10,6,Left,**S**,**R**,6,6,Win,SR,1,2,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
39,10,6,Left,**S**,**R**,6,5,Win,SR,1,3,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
40,10,6,Left,**S**,**R**,6,4,Win,SR,1,4,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
41,10,6,Left,**S**,**R**,6,3,Win,SR,1,5,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
42,10,6,Left,**S**,**R**,6,5,Win,SR,1,6,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
43,10,6,Left,**S**,**R**,6,7,Win,SR,1,7,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
44,10,6,Left,**S**,**R**,6,1,Win,SR,1,8,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
45,10,6,Left,**S**,**R**,6,2,Win,SR,1,9,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
46,10,6,Left,**S**,**R**,6,4,Win,SR,1,10,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
47,10,6,Left,**S**,**R**,6,4,Win,SR,1,11,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
48,10,6,Left,**S**,**R**,6,3,Win,SR,1,12,6,4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
49,3,-4,Left,**S**,**R**,-4,-5,Lose,SR,1,1,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
50,3,-4,Left,**S**,**R**,-4,-5,Lose,SR,1,2,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
51,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,3,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
52,3,-4,Left,**S**,**R**,-4,-4,Lose,SR,1,4,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
53,3,-4,Left,**S**,**R**,-4,-1,Lose,SR,1,5,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
54,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,6,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
55,3,-3,Right,**S**,**R**,-4,-3,Lose,SR,2,7,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
56,3,-6,Right,**S**,**R**,-4,-6,Lose,SR,2,8,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
57,3,-3,Right,**S**,**R**,-4,-3,Lose,SR,2,9,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
58,3,-2,Right,**S**,**R**,-4,-2,Lose,SR,2,10,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
59,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,11,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
60,3,-7,Right,**S**,**R**,-4,-7,Lose,SR,2,12,-4,-4,-1.2442667169112511,-1.1499472548041112,-1.3465508405782303,0.2442627965562818,-1.0018334054649278,64
